wavelen(micron) a(micron) Qabs Qext Qpol
0.100000 0.010957 1.222648 1.526046 0.305712
0.100000 0.011633 1.291113 1.642748 0.317505
0.100000 0.012350 1.357718 1.761623 0.326079
0.100000 0.013112 1.420311 1.881314 0.330478
0.100000 0.013921 1.476823 1.998804 0.329881
0.100000 0.014779 1.527593 2.111622 0.323760
0.100000 0.015691 1.571771 2.215600 0.312158
0.100000 0.016659 1.607264 2.309582 0.295817
0.100000 0.017686 1.636107 2.392308 0.275827
0.100000 0.018777 1.658907 2.462755 0.254012
0.100000 0.019935 1.676990 2.523326 0.232319
0.100000 0.021165 1.690759 2.576078 0.212117
0.100000 0.022470 1.700474 2.623057 0.194278
0.100000 0.023856 1.707291 2.668166 0.178174
0.100000 0.025327 1.707908 2.710895 0.162211
0.100000 0.026889 1.701949 2.750242 0.144100
0.100000 0.028548 1.687667 2.784805 0.123348
0.100000 0.030309 1.666946 2.811662 0.101778
0.100000 0.032178 1.642313 2.827501 0.082646
0.100000 0.034162 1.615571 2.835305 0.068331
0.100000 0.036270 1.591280 2.836459 0.057949
0.100000 0.038507 1.566362 2.834997 0.048194
0.100000 0.040881 1.539016 2.830826 0.036693
0.100000 0.043403 1.509695 2.823276 0.024711
0.100000 0.046080 1.479245 2.812570 0.015536
0.100000 0.048922 1.450350 2.798581 0.009270
0.100000 0.051939 1.422357 2.783406 0.003495
0.100000 0.055143 1.394254 2.766764 0.003208
0.100000 0.058544 1.366189 2.750339 0.008917
0.100000 0.062155 1.339080 2.732894 0.013103
0.100000 0.065988 1.311809 2.714753 0.016837
0.100000 0.070058 1.286413 2.696567 0.020392
0.100000 0.074379 1.260734 2.678439 0.023096
0.100000 0.078966 1.235221 2.660022 0.025140
0.100000 0.083837 1.211209 2.641581 0.026916
0.100000 0.089008 1.188113 2.623567 0.028287
0.100000 0.094497 1.165803 2.605324 0.029248
0.100000 0.100326 1.143828 2.587840 0.029888
0.100000 0.106513 1.122228 2.570770 0.030205
0.100000 0.113083 1.101918 2.553248 0.030295
0.100000 0.120057 1.082539 2.536734 0.030184
0.100000 0.127462 1.063882 2.520685 0.029882
0.100000 0.135324 1.045802 2.504622 0.029397
0.100000 0.143670 1.028780 2.489512 0.028790
0.100000 0.152531 1.011645 2.474175 0.028148
0.100000 0.161939 0.995795 2.459710 0.027536
0.100000 0.171927 0.980663 2.445539 0.027066
0.100000 0.182531 0.965943 2.431395 0.026460
0.100000 0.193788 0.951911 2.418389 0.025777
0.100000 0.205741 0.938363 2.405821 0.025066
0.100000 0.218430 0.925279 2.393581 0.024332
0.100000 0.231902 0.912619 2.382184 0.023573
0.100000 0.246205 0.900477 2.371048 0.022779
0.100000 0.261390 0.888800 2.360969 0.021976
0.100000 0.277512 0.877365 2.351230 0.021078
0.100000 0.294628 0.866388 2.342742 0.020181
0.100000 0.312800 0.855414 2.335508 0.019249
0.100000 0.332093 0.844784 2.329849 0.018426
0.100000 0.352575 0.834297 2.324755 0.017631
0.100000 0.374321 0.823784 2.321863 0.016876
0.100000 0.397408 0.813225 2.321145 0.016184
0.100000 0.421919 0.802342 2.323572 0.015476
0.100000 0.447941 0.791187 2.327879 0.014793
0.100000 0.475569 0.779428 2.336768 0.014238
0.100000 0.504900 0.896297 2.349217 0.013887
0.100000 0.536041 0.880138 2.368616 0.013693
0.100000 0.569102 0.862488 2.393621 0.013596
0.100000 0.604203 0.843097 2.425994 0.013635
0.100000 0.641468 0.821562 2.466477 0.013745
0.100000 0.681032 0.797401 2.515867 0.013841
0.100000 0.723036 0.769103 2.573469 0.014005
0.100000 0.767630 0.735637 2.640167 0.014337
0.100000 0.814976 0.694047 2.715148 0.015213
0.100000 0.865241 0.644953 2.797127 0.016377
0.100000 0.918606 0.587685 2.884961 0.017696
0.100000 0.975263 0.518997 2.977188 0.018278
0.100000 1.035414 0.774549 2.758921 0.095949
0.100000 1.099275 0.793649 2.737864 0.055836
0.100000 1.167075 0.817601 2.750844 0.002382
0.100000 1.239056 0.829703 2.636447 -0.014949
0.100000 1.315478 0.833704 2.429902 -0.007179
0.100000 1.396612 0.837022 2.252180 0.013134
0.100000 1.482751 0.851828 2.297798 0.024526
0.100000 1.574202 0.871984 2.484435 0.041118
0.100000 1.671294 0.888829 2.577742 0.045146
0.100000 1.774374 0.904168 2.629225 0.039162
0.100000 1.883812 0.916859 2.632096 0.029449
0.100000 2.000000 0.921720 2.510424 0.032241
0.107866 0.001000 0.074573 0.080914 0.019019
0.107866 0.001062 0.079209 0.085947 0.020206
0.107866 0.001127 0.084103 0.091289 0.021457
0.107866 0.001197 0.089371 0.096990 0.022801
0.107866 0.001270 0.094953 0.103031 0.024224
0.107866 0.001349 0.100877 0.109475 0.025740
0.107866 0.001432 0.107127 0.116266 0.027340
0.107866 0.001520 0.113868 0.123610 0.029070
0.107866 0.001614 0.121007 0.131366 0.030899
0.107866 0.001714 0.128612 0.139584 0.032841
0.107866 0.001819 0.136679 0.148411 0.034915
0.107866 0.001932 0.145263 0.157842 0.037136
0.107866 0.002051 0.154495 0.167839 0.039495
0.107866 0.002177 0.164301 0.178500 0.042016
0.107866 0.002311 0.174705 0.189877 0.044702
0.107866 0.002454 0.185863 0.202098 0.047588
0.107866 0.002605 0.197800 0.215133 0.050669
0.107866 0.002766 0.210560 0.229123 0.053982
0.107866 0.002937 0.224162 0.244034 0.057511
0.107866 0.003118 0.238730 0.260121 0.061316
0.107866 0.003310 0.254397 0.277350 0.065392
0.107866 0.003514 0.271100 0.295879 0.069798
0.107866 0.003731 0.289065 0.315893 0.074511
0.107866 0.003961 0.308388 0.337458 0.079641
0.107866 0.004205 0.329147 0.360706 0.085145
0.107866 0.004465 0.351414 0.385919 0.091075
0.107866 0.004740 0.375447 0.413293 0.097545
0.107866 0.005033 0.401414 0.443019 0.104536
0.107866 0.005343 0.429372 0.475462 0.112141
0.107866 0.005673 0.459569 0.510802 0.120407
0.107866 0.006022 0.492145 0.549540 0.129434
0.107866 0.006394 0.527505 0.592119 0.139282
0.107866 0.006788 0.565609 0.638804 0.149977
0.107866 0.007207 0.606733 0.690168 0.161620
0.107866 0.007651 0.651226 0.746964 0.174316
0.107866 0.008123 0.699171 0.809589 0.188105
0.107866 0.008624 0.750693 0.878757 0.202995
0.107866 0.009156 0.805891 0.955119 0.218925
0.107866 0.009721 0.864427 1.039157 0.235846
0.107866 0.010321 0.926734 1.131778 0.253626
0.107866 0.010957 0.991530 1.232069 0.271775
0.107866 0.011633 1.059222 1.341485 0.290038
0.107866 0.012350 1.128524 1.458150 0.307605
0.107866 0.013112 1.198317 1.581669 0.323660
0.107866 0.013921 1.267315 1.711120 0.337257
0.107866 0.014779 1.334788 1.843661 0.347248
0.107866 0.015691 1.399359 1.975575 0.352392
0.107866 0.016659 1.458830 2.103997 0.351894
0.107866 0.017686 1.512826 2.226045 0.345152
0.107866 0.018777 1.560466 2.337175 0.332123
0.107866 0.019935 1.600110 2.436619 0.313771
0.107866 0.021165 1.632917 2.522543 0.291411
0.107866 0.022470 1.657056 2.595515 0.267409
0.107866 0.023856 1.674369 2.657015 0.244070
0.107866 0.025327 1.685241 2.709414 0.223361
0.107866 0.026889 1.690500 2.756820 0.205137
0.107866 0.028548 1.690857 2.800816 0.187920
0.107866 0.030309 1.686015 2.841535 0.169415
0.107866 0.032178 1.674417 2.875136 0.148326
0.107866 0.034162 1.655552 2.898845 0.125855
0.107866 0.036270 1.631996 2.909352 0.105578
0.107866 0.038507 1.606642 2.909125 0.090060
0.107866 0.040881 1.581325 2.901154 0.078923
0.107866 0.043403 1.555309 2.890103 0.068976
0.107866 0.046080 1.527834 2.876796 0.057514
0.107866 0.048922 1.498806 2.860910 0.045587
0.107866 0.051939 1.469297 2.842847 0.036072
0.107866 0.055143 1.441061 2.821988 0.031554
0.107866 0.058544 1.412951 2.800589 0.028942
0.107866 0.062155 1.385322 2.779230 0.024497
0.107866 0.065988 1.358391 2.759107 0.020528
0.107866 0.070058 1.331992 2.738711 0.017925
0.107866 0.074379 1.305504 2.717445 0.015097
0.107866 0.078966 1.279893 2.697204 0.012165
0.107866 0.083837 1.254976 2.677173 0.009888
0.107866 0.089008 1.231050 2.656996 0.009967
0.107866 0.094497 1.207279 2.637262 0.012622
0.107866 0.100326 1.184494 2.618583 0.014682
0.107866 0.106513 1.162766 2.599486 0.016286
0.107866 0.113083 1.141201 2.580962 0.017582
0.107866 0.120057 1.120601 2.563171 0.018541
0.107866 0.127462 1.101157 2.545737 0.019226
0.107866 0.135324 1.082127 2.529024 0.019703
0.107866 0.143670 1.063629 2.512542 0.019924
0.107866 0.152531 1.046184 2.496414 0.019968
0.107866 0.161939 1.029504 2.481227 0.019889
0.107866 0.171927 1.013162 2.466251 0.019772
0.107866 0.182531 0.997838 2.451506 0.019631
0.107866 0.193788 0.983267 2.437411 0.019505
0.107866 0.205741 0.968822 2.423937 0.019313
0.107866 0.218430 0.955173 2.411163 0.019023
0.107866 0.231902 0.942004 2.398527 0.018695
0.107866 0.246205 0.929275 2.387129 0.018328
0.107866 0.261390 0.917060 2.376177 0.017925
0.107866 0.277512 0.905263 2.365714 0.017463
0.107866 0.294628 0.893892 2.356118 0.016958
0.107866 0.312800 0.882698 2.347350 0.016359
0.107866 0.332093 0.871876 2.339929 0.015744
0.107866 0.352575 0.861185 2.333509 0.015129
0.107866 0.374321 0.850588 2.328960 0.014573
0.107866 0.397408 0.840070 2.325593 0.014014
0.107866 0.421919 0.829460 2.324707 0.013469
0.107866 0.447941 0.818643 2.326446 0.012969
0.107866 0.475569 0.807443 2.331007 0.012452
0.107866 0.504900 0.926730 2.338525 0.011992
0.107866 0.536041 0.912294 2.351773 0.011674
0.107866 0.569102 0.896041 2.369589 0.011454
0.107866 0.604203 0.877560 2.393455 0.011376
0.107866 0.641468 0.856699 2.424261 0.011441
0.107866 0.681032 0.833302 2.463009 0.011651
0.107866 0.723036 0.806643 2.510005 0.011910
0.107866 0.767630 0.775974 2.566039 0.012238
0.107866 0.814976 0.739438 2.630280 0.012625
0.107866 0.865241 0.696564 2.702422 0.013106
0.107866 0.918606 0.646061 2.782159 0.013736
0.107866 0.975263 0.582481 2.868095 0.015111
0.107866 1.035414 0.774549 2.758921 0.095949
0.107866 1.099275 0.793649 2.737864 0.055836
0.107866 1.167075 0.817601 2.750844 0.002382
0.107866 1.239056 0.829703 2.636447 -0.014949
0.107866 1.315478 0.833704 2.429902 -0.007179
0.107866 1.396612 0.837022 2.252180 0.013134
0.107866 1.482751 0.851828 2.297798 0.024526
0.107866 1.574202 0.871984 2.484435 0.041118
0.107866 1.671294 0.888829 2.577742 0.045146
0.107866 1.774374 0.904168 2.629225 0.039162
0.107866 1.883812 0.916859 2.632096 0.029449
0.107866 2.000000 0.921720 2.510424 0.032241
0.116350 0.001000 0.055159 0.059957 0.014386
0.116350 0.001062 0.058585 0.063684 0.015284
0.116350 0.001127 0.062216 0.067627 0.016231
0.116350 0.001197 0.066105 0.071858 0.017247
0.116350 0.001270 0.070220 0.076332 0.018324
0.116350 0.001349 0.074586 0.081112 0.019472
0.116350 0.001432 0.079214 0.086135 0.020681
0.116350 0.001520 0.084211 0.091565 0.021990
0.116350 0.001614 0.089489 0.097318 0.023374
0.116350 0.001714 0.095124 0.103362 0.024841
0.116350 0.001819 0.101036 0.109927 0.026411
0.116350 0.001932 0.107394 0.116885 0.028092
0.116350 0.002051 0.114203 0.124270 0.029879
0.116350 0.002177 0.121448 0.132152 0.031793
0.116350 0.002311 0.129129 0.140581 0.033822
0.116350 0.002454 0.137349 0.149614 0.036013
0.116350 0.002605 0.146166 0.159200 0.038354
0.116350 0.002766 0.155568 0.169537 0.040859
0.116350 0.002937 0.165653 0.180568 0.043529
0.116350 0.003118 0.176359 0.192429 0.046423
0.116350 0.003310 0.187969 0.205146 0.049530
0.116350 0.003514 0.200270 0.218821 0.052887
0.116350 0.003731 0.213549 0.233603 0.056485
0.116350 0.003961 0.227858 0.249523 0.060419
0.116350 0.004205 0.243242 0.266695 0.064643
0.116350 0.004465 0.259752 0.285317 0.069211
0.116350 0.004740 0.277592 0.305593 0.074232
0.116350 0.005033 0.296952 0.327613 0.079672
0.116350 0.005343 0.317819 0.351752 0.085637
0.116350 0.005673 0.340456 0.378024 0.092182
0.116350 0.006022 0.365011 0.407008 0.099389
0.116350 0.006394 0.391843 0.439001 0.107357
0.116350 0.006788 0.420959 0.474277 0.116136
0.116350 0.007207 0.452743 0.513390 0.125889
0.116350 0.007651 0.487506 0.557092 0.136735
0.116350 0.008123 0.525550 0.605907 0.148856
0.116350 0.008624 0.567149 0.660615 0.162364
0.116350 0.009156 0.612628 0.721982 0.177410
0.116350 0.009721 0.662327 0.791004 0.194148
0.116350 0.010321 0.716711 0.869174 0.212747
0.116350 0.010957 0.775353 0.956394 0.233057
0.116350 0.011633 0.839142 1.054738 0.255217
0.116350 0.012350 0.907247 1.163948 0.278750
0.116350 0.013112 0.979439 1.284507 0.303150
0.116350 0.013921 1.055258 1.417309 0.327565
0.116350 0.014779 1.133533 1.560160 0.350705
0.116350 0.015691 1.212539 1.710050 0.370577
0.116350 0.016659 1.290629 1.863718 0.385443
0.116350 0.017686 1.366002 2.017702 0.393445
0.116350 0.018777 1.436197 2.165351 0.392894
0.116350 0.019935 1.498142 2.303137 0.383360
0.116350 0.021165 1.552450 2.426458 0.365232
0.116350 0.022470 1.595636 2.532927 0.340765
0.116350 0.023856 1.628652 2.620820 0.313425
0.116350 0.025327 1.652965 2.692628 0.287488
0.116350 0.026889 1.670325 2.754043 0.265534
0.116350 0.028548 1.683329 2.809096 0.247386
0.116350 0.030309 1.692028 2.861410 0.229954
0.116350 0.032178 1.693583 2.909414 0.209315
0.116350 0.034162 1.686622 2.949379 0.183953
0.116350 0.036270 1.669843 2.974609 0.157502
0.116350 0.038507 1.647958 2.983614 0.135158
0.116350 0.040881 1.624504 2.978402 0.119502
0.116350 0.043403 1.599838 2.965625 0.107951
0.116350 0.046080 1.574824 2.948511 0.095482
0.116350 0.048922 1.547075 2.928891 0.081505
0.116350 0.051939 1.517624 2.907205 0.069163
0.116350 0.055143 1.488693 2.882452 0.059364
0.116350 0.058544 1.459926 2.856115 0.049966
0.116350 0.062155 1.431663 2.830019 0.040483
0.116350 0.065988 1.404663 2.805935 0.031621
0.116350 0.070058 1.377475 2.782537 0.023854
0.116350 0.074379 1.350451 2.758718 0.016632
0.116350 0.078966 1.324465 2.736230 0.010128
0.116350 0.083837 1.298637 2.714246 0.004545
0.116350 0.089008 1.273851 2.692308 0.002342
0.116350 0.094497 1.248793 2.670977 0.004078
0.116350 0.100326 1.225137 2.650543 0.005403
0.116350 0.106513 1.202773 2.629757 0.006424
0.116350 0.113083 1.180089 2.609963 0.007263
0.116350 0.120057 1.158365 2.590821 0.007897
0.116350 0.127462 1.137833 2.572120 0.008727
0.116350 0.135324 1.117916 2.554567 0.010157
0.116350 0.143670 1.098261 2.536789 0.011218
0.116350 0.152531 1.080095 2.519787 0.012002
0.116350 0.161939 1.062580 2.503701 0.012518
0.116350 0.171927 1.045124 2.487881 0.012829
0.116350 0.182531 1.029021 2.472428 0.013130
0.116350 0.193788 1.013654 2.457341 0.013464
0.116350 0.205741 0.998376 2.443000 0.013723
0.116350 0.218430 0.984129 2.429482 0.013880
0.116350 0.231902 0.970357 2.415857 0.013968
0.116350 0.246205 0.957050 2.403778 0.013995
0.116350 0.261390 0.944275 2.391899 0.013964
0.116350 0.277512 0.932009 2.380655 0.013899
0.116350 0.294628 0.920218 2.370011 0.013755
0.116350 0.312800 0.908733 2.359907 0.013502
0.116350 0.332093 0.897665 2.350954 0.013147
0.116350 0.352575 0.886756 2.343098 0.012744
0.116350 0.374321 0.876071 2.336741 0.012362
0.116350 0.397408 0.865552 2.331147 0.011949
0.116350 0.421919 0.855134 2.327296 0.011569
0.116350 0.447941 0.844648 2.326281 0.011224
0.116350 0.475569 0.833964 2.326885 0.010783
0.116350 0.504900 0.955618 2.329824 0.010315
0.116350 0.536041 0.942864 2.337343 0.009925
0.116350 0.569102 0.928259 2.348446 0.009613
0.116350 0.604203 0.911349 2.364354 0.009417
0.116350 0.641468 0.891970 2.386002 0.009391
0.116350 0.681032 0.869958 2.414468 0.009600
0.116350 0.723036 0.845211 2.450790 0.009878
0.116350 0.767630 0.817258 2.495743 0.010199
0.116350 0.814976 0.785376 2.548885 0.010341
0.116350 0.865241 0.748350 2.610617 0.010453
0.116350 0.918606 0.704622 2.681344 0.010647
0.116350 0.975263 0.648166 2.759618 0.012068
0.116350 1.035414 0.774549 2.758921 0.095949
0.116350 1.099275 0.793649 2.737864 0.055836
0.116350 1.167075 0.817601 2.750844 0.002382
0.116350 1.239056 0.829703 2.636447 -0.014949
0.116350 1.315478 0.833704 2.429902 -0.007179
0.116350 1.396612 0.837022 2.252180 0.013134
0.116350 1.482751 0.851828 2.297798 0.024526
0.116350 1.574202 0.871984 2.484435 0.041118
0.116350 1.671294 0.888829 2.577742 0.045146
0.116350 1.774374 0.904168 2.629225 0.039162
0.116350 1.883812 0.916859 2.632096 0.029449
0.116350 2.000000 0.921720 2.510424 0.032241
0.125501 0.001000 0.044749 0.048641 0.011660
0.125501 0.001062 0.047536 0.051668 0.012382
0.125501 0.001127 0.050473 0.054859 0.013149
0.125501 0.001197 0.053627 0.058289 0.013972
0.125501 0.001270 0.056965 0.061914 0.014843
0.125501 0.001349 0.060509 0.065774 0.015773
0.125501 0.001432 0.064253 0.069844 0.016750
0.125501 0.001520 0.068291 0.074247 0.017809
0.125501 0.001614 0.072560 0.078889 0.018925
0.125501 0.001714 0.077091 0.083824 0.020115
0.125501 0.001819 0.081926 0.089088 0.021381
0.125501 0.001932 0.087087 0.094718 0.022737
0.125501 0.002051 0.092569 0.100680 0.024179
0.125501 0.002177 0.098377 0.107073 0.025718
0.125501 0.002311 0.104668 0.113826 0.027356
0.125501 0.002454 0.111315 0.121154 0.029118
0.125501 0.002605 0.118391 0.128894 0.030997
0.125501 0.002766 0.125993 0.137196 0.033017
0.125501 0.002937 0.134035 0.146042 0.035168
0.125501 0.003118 0.142704 0.155585 0.037485
0.125501 0.003310 0.152040 0.165849 0.039975
0.125501 0.003514 0.161927 0.176809 0.042649
0.125501 0.003731 0.172591 0.188669 0.045536
0.125501 0.003961 0.184034 0.201359 0.048656
0.125501 0.004205 0.196371 0.215118 0.052029
0.125501 0.004465 0.209596 0.229927 0.055671
0.125501 0.004740 0.223884 0.246079 0.059662
0.125501 0.005033 0.239274 0.263561 0.063984
0.125501 0.005343 0.255967 0.282675 0.068689
0.125501 0.005673 0.273899 0.303497 0.073889
0.125501 0.006022 0.293488 0.326368 0.079552
0.125501 0.006394 0.314793 0.351512 0.085827
0.125501 0.006788 0.337956 0.379277 0.092769
0.125501 0.007207 0.363127 0.409976 0.100435
0.125501 0.007651 0.390649 0.444183 0.108974
0.125501 0.008123 0.420847 0.482398 0.118561
0.125501 0.008624 0.453870 0.525190 0.129272
0.125501 0.009156 0.490164 0.573284 0.141295
0.125501 0.009721 0.529860 0.627570 0.154823
0.125501 0.010321 0.573737 0.689259 0.170081
0.125501 0.010957 0.621454 0.758598 0.187126
0.125501 0.011633 0.673999 0.837779 0.206321
0.125501 0.012350 0.731318 0.927358 0.227569
0.125501 0.013112 0.793602 1.028379 0.251038
0.125501 0.013921 0.861211 1.142616 0.276492
0.125501 0.014779 0.934115 1.270898 0.303698
0.125501 0.015691 1.010776 1.411487 0.331310
0.125501 0.016659 1.091586 1.564035 0.358262
0.125501 0.017686 1.175917 1.727134 0.382704
0.125501 0.018777 1.259865 1.895869 0.402124
0.125501 0.019935 1.342801 2.065434 0.413942
0.125501 0.021165 1.421879 2.231682 0.415678
0.125501 0.022470 1.493246 2.386239 0.405566
0.125501 0.023856 1.553338 2.522718 0.383672
0.125501 0.025327 1.598209 2.636944 0.352970
0.125501 0.026889 1.629394 2.727227 0.319475
0.125501 0.028548 1.649472 2.797859 0.289474
0.125501 0.030309 1.664595 2.856108 0.267330
0.125501 0.032178 1.677698 2.908874 0.251983
0.125501 0.034162 1.690509 2.963386 0.236424
0.125501 0.036270 1.694437 3.013932 0.213956
0.125501 0.038507 1.685925 3.050528 0.183869
0.125501 0.040881 1.664819 3.064713 0.152916
0.125501 0.043403 1.637234 3.056099 0.130748
0.125501 0.046080 1.612944 3.033513 0.119535
0.125501 0.048922 1.589345 3.006012 0.111881
0.125501 0.051939 1.563734 2.978692 0.099520
0.125501 0.055143 1.533162 2.950640 0.083216
0.125501 0.058544 1.502464 2.919706 0.071647
0.125501 0.062155 1.473211 2.887270 0.066000
0.125501 0.065988 1.445056 2.854750 0.059584
0.125501 0.070058 1.417677 2.826400 0.050072
0.125501 0.074379 1.390775 2.801333 0.041863
0.125501 0.078966 1.363819 2.775785 0.035507
0.125501 0.083837 1.337191 2.751262 0.028826
0.125501 0.089008 1.311557 2.728675 0.022298
0.125501 0.094497 1.285783 2.705680 0.016926
0.125501 0.100326 1.261236 2.682414 0.012393
0.125501 0.106513 1.237034 2.660900 0.008408
0.125501 0.113083 1.213659 2.639275 0.004860
0.125501 0.120057 1.191178 2.618721 0.001855
0.125501 0.127462 1.168928 2.599133 0.000718
0.125501 0.135324 1.148366 2.580356 0.002737
0.125501 0.143670 1.128427 2.561646 0.004369
0.125501 0.152531 1.108642 2.543649 0.005760
0.125501 0.161939 1.090346 2.526349 0.006807
0.125501 0.171927 1.072130 2.509653 0.007560
0.125501 0.182531 1.054913 2.493290 0.008121
0.125501 0.193788 1.038217 2.477529 0.008623
0.125501 0.205741 1.022349 2.462510 0.009122
0.125501 0.218430 1.007471 2.447819 0.009676
0.125501 0.231902 0.992923 2.433896 0.010094
0.125501 0.246205 0.979122 2.420201 0.010400
0.125501 0.261390 0.965778 2.407369 0.010628
0.125501 0.277512 0.952835 2.395286 0.010823
0.125501 0.294628 0.940600 2.383844 0.010924
0.125501 0.312800 0.928672 2.373019 0.011012
0.125501 0.332093 0.917244 2.363258 0.011013
0.125501 0.352575 0.906098 2.353896 0.010879
0.125501 0.374321 0.895316 2.345597 0.010606
0.125501 0.397408 0.884684 2.339028 0.010356
0.125501 0.421919 0.874233 2.333406 0.010125
0.125501 0.447941 0.864008 2.329516 0.009854
0.125501 0.475569 0.853657 2.327552 0.009577
0.125501 0.504900 0.977184 2.327310 0.009344
0.125501 0.536041 0.965806 2.330816 0.009028
0.125501 0.569102 0.953264 2.337184 0.008719
0.125501 0.604203 0.939338 2.347442 0.008427
0.125501 0.641468 0.923248 2.362308 0.008210
0.125501 0.681032 0.904035 2.382610 0.008141
0.125501 0.723036 0.881702 2.409357 0.008245
0.125501 0.767630 0.855991 2.443501 0.008545
0.125501 0.814976 0.827189 2.485898 0.009048
0.125501 0.865241 0.794335 2.536917 0.009592
0.125501 0.918606 0.756521 2.597281 0.010027
0.125501 0.975263 0.711154 2.665332 0.009750
0.125501 1.035414 0.774549 2.758921 0.095949
0.125501 1.099275 0.793649 2.737864 0.055836
0.125501 1.167075 0.817601 2.750844 0.002382
0.125501 1.239056 0.829703 2.636447 -0.014949
0.125501 1.315478 0.833704 2.429902 -0.007179
0.125501 1.396612 0.837022 2.252180 0.013134
0.125501 1.482751 0.851828 2.297798 0.024526
0.125501 1.574202 0.871984 2.484435 0.041118
0.125501 1.671294 0.888829 2.577742 0.045146
0.125501 1.774374 0.904168 2.629225 0.039162
0.125501 1.883812 0.916859 2.632096 0.029449
0.125501 2.000000 0.921720 2.510424 0.032241
0.135372 0.001000 0.035159 0.038260 0.009300
0.135372 0.001062 0.037346 0.040640 0.009875
0.135372 0.001127 0.039650 0.043150 0.010487
0.135372 0.001197 0.042127 0.045845 0.011144
0.135372 0.001270 0.044747 0.048695 0.011838
0.135372 0.001349 0.047527 0.051725 0.012576
0.135372 0.001432 0.050468 0.054922 0.013356
0.135372 0.001520 0.053635 0.058381 0.014198
0.135372 0.001614 0.056982 0.062025 0.015087
0.135372 0.001714 0.060532 0.065902 0.016035
0.135372 0.001819 0.064328 0.070031 0.017044
0.135372 0.001932 0.068375 0.074439 0.018120
0.135372 0.002051 0.072668 0.079126 0.019266
0.135372 0.002177 0.077227 0.084130 0.020490
0.135372 0.002311 0.082132 0.089434 0.021793
0.135372 0.002454 0.087340 0.095148 0.023191
0.135372 0.002605 0.092883 0.101221 0.024684
0.135372 0.002766 0.098830 0.107719 0.026286
0.135372 0.002937 0.105117 0.114648 0.027992
0.135372 0.003118 0.111867 0.122118 0.029830
0.135372 0.003310 0.119167 0.130105 0.031801
0.135372 0.003514 0.126907 0.138676 0.033916
0.135372 0.003731 0.135198 0.147881 0.036203
0.135372 0.003961 0.144155 0.157762 0.038664
0.135372 0.004205 0.153738 0.168481 0.041331
0.135372 0.004465 0.164046 0.179998 0.044210
0.135372 0.004740 0.175129 0.192529 0.047353
0.135372 0.005033 0.187095 0.206109 0.050765
0.135372 0.005343 0.200074 0.220914 0.054475
0.135372 0.005673 0.214014 0.237030 0.058589
0.135372 0.006022 0.229228 0.254737 0.063053
0.135372 0.006394 0.245771 0.274171 0.067995
0.135372 0.006788 0.263756 0.295628 0.073489
0.135372 0.007207 0.283326 0.319308 0.079583
0.135372 0.007651 0.304776 0.345765 0.086369
0.135372 0.008123 0.328331 0.375332 0.094036
0.135372 0.008624 0.354150 0.408498 0.102633
0.135372 0.009156 0.382672 0.445944 0.112368
0.135372 0.009721 0.414049 0.488354 0.123462
0.135372 0.010321 0.448969 0.536815 0.136120
0.135372 0.010957 0.487303 0.591786 0.150491
0.135372 0.011633 0.530038 0.655238 0.167048
0.135372 0.012350 0.577348 0.728001 0.185911
0.135372 0.013112 0.629729 0.811580 0.207436
0.135372 0.013921 0.687881 0.908079 0.231845
