wavelen(micron) a(micron) Qabs Qext Qpol
0.213219 0.028548 1.717063 2.414986 0.078606
0.213219 0.030309 1.703511 2.469564 0.056208
0.213219 0.032178 1.691181 2.521810 0.039852
0.213219 0.034162 1.682727 2.573745 0.028451
0.213219 0.036270 1.679568 2.627099 0.019950
0.213219 0.038507 1.681612 2.682896 0.013117
0.213219 0.040881 1.687034 2.741196 0.016935
0.213219 0.043403 1.692409 2.800621 0.030700
0.213219 0.046080 1.693017 2.857910 0.048185
0.213219 0.048922 1.685191 2.909403 0.067818
0.213219 0.051939 1.667533 2.951587 0.086043
0.213219 0.055143 1.641983 2.983643 0.099670
0.213219 0.058544 1.613756 3.008096 0.107721
0.213219 0.062155 1.587785 3.028871 0.111906
0.213219 0.065988 1.565557 3.047666 0.115186
0.213219 0.070058 1.544378 3.062161 0.120280
0.213219 0.074379 1.520386 3.068395 0.127605
0.213219 0.078966 1.492711 3.065277 0.133438
0.213219 0.083837 1.462779 3.054128 0.135719
0.213219 0.089008 1.431949 3.035459 0.135291
0.213219 0.094497 1.398633 3.007149 0.134701
0.213219 0.100326 1.368080 2.975108 0.134837
0.213219 0.106513 1.337480 2.937402 0.134190
0.213219 0.113083 1.306228 2.894182 0.131802
0.213219 0.120057 1.275068 2.847547 0.128193
0.213219 0.127462 1.244302 2.799433 0.124443
0.213219 0.135324 1.214384 2.751044 0.120459
0.213219 0.143670 1.185538 2.704464 0.115762
0.213219 0.152531 1.156980 2.660343 0.110827
0.213219 0.161939 1.129506 2.619356 0.106246
0.213219 0.171927 1.103511 2.582565 0.101533
0.213219 0.182531 1.077750 2.548121 0.097172
0.213219 0.193788 1.053437 2.516284 0.092863
0.213219 0.205741 1.029995 2.485914 0.088845
0.213219 0.218430 1.007589 2.456273 0.084829
0.213219 0.231902 1.034421 2.630247 0.000000
0.213219 0.246205 1.015965 2.607385 0.000000
0.213219 0.261390 0.997763 2.584387 0.000000
0.213219 0.277512 0.980443 2.562721 0.000000
0.213219 0.294628 0.963683 2.541491 0.000000
0.213219 0.312800 0.947554 2.520591 0.000000
0.213219 0.332093 0.932364 2.500557 0.000000
0.213219 0.352575 0.917450 2.480725 0.000000
0.213219 0.374321 0.903473 2.461794 0.000000
0.213219 0.397408 0.889978 2.443385 0.000000
0.213219 0.421919 0.877047 2.425634 0.000000
0.213219 0.447941 0.864934 2.408805 0.000000
0.213219 0.475569 0.853050 2.392207 0.000000
0.213219 0.504900 0.841971 2.376538 0.000000
0.213219 0.536041 0.831265 2.361275 0.000000
0.213219 0.569102 0.821049 2.346572 0.000000
0.213219 0.604203 0.811495 2.332644 0.000000
0.213219 0.641468 0.802142 2.318942 0.000000
0.213219 0.681032 0.793460 2.306050 0.000000
0.213219 0.723036 0.785059 2.293484 0.000000
0.213219 0.767630 0.777081 2.281432 0.000000
0.213219 0.814976 0.769627 2.270028 0.000000
0.213219 0.865241 0.762349 2.258828 0.000000
0.213219 0.918606 0.755618 2.248323 0.000000
0.213219 0.975263 0.749093 2.238064 0.000000
0.213219 1.035414 0.742924 2.228260 0.000000
0.213219 1.099275 0.737161 2.218981 0.000000
0.213219 1.167075 0.731547 2.209884 0.000000
0.213219 1.239056 0.726372 2.201371 0.000000
0.213219 1.315478 0.721341 2.193037 0.000000
0.213219 1.396612 0.716605 2.185097 0.000000
0.213219 1.482751 0.712179 2.177576 0.000000
0.213219 1.574202 0.707875 2.170213 0.000000
0.213219 1.671294 0.703919 2.163333 0.000000
0.213219 1.774374 0.700060 2.156578 0.000000
0.213219 1.883812 0.696442 2.150161 0.000000
0.213219 2.000000 0.693055 2.144072 0.000000
0.229990 0.001000 0.133405 0.133405 0.000000
0.229990 0.001062 0.141633 0.141633 0.000000
0.229990 0.001127 0.150369 0.150369 0.000000
0.229990 0.001197 0.159643 0.159644 0.000000
0.229990 0.001270 0.169490 0.169490 0.000000
0.229990 0.001349 0.179928 0.179928 0.000000
0.229990 0.001432 0.190302 0.190302 0.000000
0.229990 0.001520 0.201360 0.201360 0.000000
0.229990 0.001614 0.213887 0.213887 0.000000
0.229990 0.001714 0.227079 0.227079 0.000000
0.229990 0.001819 0.241085 0.241085 0.000000
0.229990 0.001932 0.255954 0.255954 0.000000
0.229990 0.002051 0.271741 0.271741 0.000000
0.229990 0.002177 0.288949 0.288950 0.000000
0.229990 0.002311 0.306852 0.306853 0.000000
0.229990 0.002454 0.325779 0.325780 0.000000
0.229990 0.002605 0.345873 0.345874 0.000000
0.229990 0.002766 0.367207 0.367209 0.000000
0.229990 0.002937 0.389857 0.389859 0.000000
0.229990 0.003118 0.413904 0.413907 0.000000
0.229990 0.003310 0.439435 0.439438 0.000000
0.229990 0.003514 0.466541 0.466545 0.000000
0.229990 0.003731 0.495319 0.495324 0.000000
0.229990 0.003961 0.525873 0.525880 0.000000
0.229990 0.004205 0.558312 0.558320 0.000000
0.229990 0.004465 0.592752 0.592763 0.000000
0.229990 0.004740 0.629318 0.629331 0.000000
0.229990 0.005033 0.663771 0.663820 0.192633
0.229990 0.005343 0.666175 0.666577 0.204471
0.229990 0.005673 0.673358 0.674230 0.217010
0.229990 0.006022 0.685116 0.686603 0.230271
0.229990 0.006394 0.701286 0.703586 0.244299
0.229990 0.006788 0.721748 0.725105 0.259109
0.229990 0.007207 0.746406 0.751145 0.274716
0.229990 0.007651 0.775214 0.781708 0.291136
0.229990 0.008123 0.808096 0.816863 0.308364
0.229990 0.008624 0.845048 0.856721 0.326383
0.229990 0.009156 0.886017 0.901432 0.345158
0.229990 0.009721 0.930980 0.951132 0.364601
0.229990 0.010321 0.979905 1.006068 0.384635
0.229990 0.010957 1.032563 1.066348 0.405066
0.229990 0.011633 1.088969 1.132457 0.425774
0.229990 0.012350 1.148687 1.204319 0.446413
0.229990 0.013112 1.211467 1.282263 0.466644
0.229990 0.013921 1.276743 1.366538 0.486074
0.229990 0.014779 1.343792 1.457055 0.504184
0.229990 0.015691 1.411720 1.553833 0.520364
0.229990 0.016659 1.479380 1.656734 0.533944
0.229990 0.017686 1.545342 1.765151 0.544111
0.229990 0.018777 1.607759 1.878124 0.550027
0.229990 0.019935 1.664680 1.994311 0.550791
0.229990 0.021165 1.713897 2.111820 0.545451
0.229990 0.022470 1.753331 2.227993 0.533120
0.229990 0.023856 1.781127 2.339921 0.513073
0.229990 0.025327 1.796294 2.444576 0.485035
0.229990 0.026889 1.799127 2.539351 0.449516
0.229990 0.028548 1.791214 2.622490 0.407870
0.229990 0.030309 1.775453 2.693685 0.362470
0.229990 0.032178 1.755677 2.753738 0.316286
0.229990 0.034162 1.736154 2.804923 0.272511
0.229990 0.036270 1.720401 2.850015 0.233388
0.229990 0.038507 1.710681 2.891788 0.201021
0.229990 0.040881 1.707775 2.933045 0.184516
0.229990 0.043403 1.710715 2.975888 0.183338
0.229990 0.046080 1.716222 3.021013 0.190500
0.229990 0.048922 1.719994 3.067126 0.201177
0.229990 0.051939 1.717209 3.110695 0.207790
0.229990 0.055143 1.704438 3.147198 0.203563
0.229990 0.058544 1.681615 3.173065 0.186697
0.229990 0.062155 1.652146 3.187671 0.162079
0.229990 0.065988 1.621139 3.193082 0.138449
0.229990 0.070058 1.592936 3.192960 0.123409
0.229990 0.074379 1.568552 3.190222 0.118487
0.229990 0.078966 1.544488 3.184179 0.117073
0.229990 0.083837 1.516949 3.172009 0.110811
0.229990 0.089008 1.485813 3.153261 0.097011
0.229990 0.094497 1.451725 3.127834 0.084701
0.229990 0.100326 1.420009 3.099995 0.093467
0.229990 0.106513 1.388428 3.067156 0.098407
0.229990 0.113083 1.356906 3.030526 0.101296
0.229990 0.120057 1.325192 2.990792 0.105069
0.229990 0.127462 1.293690 2.947969 0.108802
0.229990 0.135324 1.263580 2.904089 0.109742
0.229990 0.143670 1.233372 2.859039 0.108885
0.229990 0.152531 1.203244 2.812741 0.108355
0.229990 0.161939 1.175230 2.767945 0.106950
0.229990 0.171927 1.147718 2.724636 0.104624
0.229990 0.182531 1.120419 2.682451 0.101976
0.229990 0.193788 1.094885 2.643098 0.099066
0.229990 0.205741 1.070163 2.606120 0.096127
0.229990 0.218430 1.046195 2.571019 0.092871
0.229990 0.231902 1.042134 2.747378 0.000000
0.229990 0.246205 1.023943 2.721309 0.000000
0.229990 0.261390 1.005846 2.695296 0.000000
0.229990 0.277512 0.988503 2.670428 0.000000
0.229990 0.294628 0.971606 2.646065 0.000000
0.229990 0.312800 0.955213 2.622212 0.000000
0.229990 0.332093 0.939624 2.599345 0.000000
0.229990 0.352575 0.924288 2.576724 0.000000
0.229990 0.374321 0.909797 2.555140 0.000000
0.229990 0.397408 0.895662 2.533977 0.000000
0.229990 0.421919 0.881942 2.513328 0.000000
0.229990 0.447941 0.868902 2.493549 0.000000
0.229990 0.475569 0.856057 2.474007 0.000000
0.229990 0.504900 0.843920 2.455400 0.000000
0.229990 0.536041 0.832109 2.437204 0.000000
0.229990 0.569102 0.820746 2.419596 0.000000
0.229990 0.604203 0.809992 2.402806 0.000000
0.229990 0.641468 0.799421 2.386248 0.000000
0.229990 0.681032 0.789488 2.370566 0.000000
0.229990 0.723036 0.779821 2.355236 0.000000
0.229990 0.767630 0.770568 2.340474 0.000000
0.229990 0.814976 0.761833 2.326437 0.000000
0.229990 0.865241 0.753276 2.312634 0.000000
0.229990 0.918606 0.745280 2.299628 0.000000
0.229990 0.975263 0.737497 2.286910 0.000000
0.229990 1.035414 0.730093 2.274730 0.000000
0.229990 1.099275 0.723124 2.263172 0.000000
0.229990 1.167075 0.716321 2.251840 0.000000
0.229990 1.239056 0.710002 2.241213 0.000000
0.229990 1.315478 0.703847 2.230811 0.000000
0.229990 1.396612 0.698028 2.220899 0.000000
0.229990 1.482751 0.692564 2.211505 0.000000
0.229990 1.574202 0.687248 2.202318 0.000000
0.229990 1.671294 0.682339 2.193738 0.000000
0.229990 1.774374 0.677549 2.185323 0.000000
0.229990 1.883812 0.673048 2.177339 0.000000
0.229990 2.000000 0.668828 2.169775 0.000000
0.248080 0.001000 0.087497 0.087497 0.000000
0.248080 0.001062 0.092894 0.092894 0.000000
0.248080 0.001127 0.098624 0.098624 0.000000
0.248080 0.001197 0.104707 0.104707 0.000000
0.248080 0.001270 0.111165 0.111166 0.000000
0.248080 0.001349 0.118028 0.118028 0.000000
0.248080 0.001432 0.125034 0.125034 0.000000
0.248080 0.001520 0.131125 0.131125 0.000000
0.248080 0.001614 0.139336 0.139336 0.000000
0.248080 0.001714 0.147944 0.147944 0.000000
0.248080 0.001819 0.157068 0.157068 0.000000
0.248080 0.001932 0.166756 0.166756 0.000000
0.248080 0.002051 0.177041 0.177041 0.000000
0.248080 0.002177 0.188202 0.188203 0.000000
0.248080 0.002311 0.199854 0.199855 0.000000
0.248080 0.002454 0.212182 0.212182 0.000000
0.248080 0.002605 0.225270 0.225271 0.000000
0.248080 0.002766 0.239166 0.239166 0.000000
0.248080 0.002937 0.253918 0.253919 0.000000
0.248080 0.003118 0.269582 0.269583 0.000000
0.248080 0.003310 0.286211 0.286213 0.000000
0.248080 0.003514 0.303867 0.303869 0.000000
0.248080 0.003731 0.322612 0.322615 0.000000
0.248080 0.003961 0.342515 0.342518 0.000000
0.248080 0.004205 0.363645 0.363650 0.000000
0.248080 0.004465 0.386080 0.386086 0.000000
0.248080 0.004740 0.409901 0.409908 0.000000
0.248080 0.005033 0.431532 0.431559 0.122017
0.248080 0.005343 0.425944 0.426165 0.130383
0.248080 0.005673 0.424044 0.424522 0.139438
0.248080 0.006022 0.425667 0.426487 0.149240
0.248080 0.006394 0.430701 0.431974 0.159906
0.248080 0.006788 0.439073 0.440945 0.171527
0.248080 0.007207 0.450754 0.453393 0.184219
0.248080 0.007651 0.465764 0.469416 0.198127
0.248080 0.008123 0.484163 0.489132 0.213408
0.248080 0.008624 0.506048 0.512722 0.230246
0.248080 0.009156 0.531590 0.540481 0.248878
0.248080 0.009721 0.560951 0.572706 0.269523
0.248080 0.010321 0.594406 0.609879 0.292502
0.248080 0.010957 0.632170 0.652442 0.318090
0.248080 0.011633 0.674644 0.701198 0.346732
0.248080 0.012350 0.722072 0.756650 0.378736
0.248080 0.013112 0.774798 0.819754 0.414508
0.248080 0.013921 0.833062 0.891459 0.454441
0.248080 0.014779 0.896984 0.972656 0.498779
0.248080 0.015691 0.966569 1.064282 0.547675
0.248080 0.016659 1.041390 1.167307 0.600928
0.248080 0.017686 1.120747 1.282137 0.657907
0.248080 0.018777 1.203007 1.408638 0.717134
0.248080 0.019935 1.286117 1.546199 0.776300
0.248080 0.021165 1.367071 1.692846 0.831973
0.248080 0.022470 1.442448 1.845530 0.879726
0.248080 0.023856 1.508473 2.000112 0.914392
0.248080 0.025327 1.561740 2.151609 0.930862
0.248080 0.026889 1.599835 2.294893 0.925381
0.248080 0.028548 1.621984 2.425250 0.896526
0.248080 0.030309 1.628967 2.539373 0.846185
0.248080 0.032178 1.623320 2.634878 0.779384
0.248080 0.034162 1.609054 2.711505 0.704165
0.248080 0.036270 1.591029 2.770708 0.629057
0.248080 0.038507 1.574472 2.815969 0.561745
0.248080 0.040881 1.564532 2.852973 0.506779
0.248080 0.043403 1.565113 2.888782 0.466688
0.248080 0.046080 1.577021 2.930019 0.440166
0.248080 0.048922 1.596870 2.979075 0.420641
0.248080 0.051939 1.617436 3.033807 0.398183
0.248080 0.055143 1.630111 3.087543 0.362971
0.248080 0.058544 1.628770 3.132185 0.312047
0.248080 0.062155 1.612942 3.162328 0.252191
0.248080 0.065988 1.587285 3.176707 0.195174
0.248080 0.070058 1.559506 3.178489 0.150853
0.248080 0.074379 1.536364 3.174210 0.121329
0.248080 0.078966 1.518510 3.168661 0.099220
0.248080 0.083837 1.501115 3.160785 0.074588
0.248080 0.089008 1.479446 3.147645 0.043297
0.248080 0.094497 1.451673 3.126629 0.017781
0.248080 0.100326 1.423739 3.101709 0.032400
0.248080 0.106513 1.396624 3.073617 0.037042
0.248080 0.113083 1.369581 3.042456 0.040624
0.248080 0.120057 1.341787 3.008049 0.050293
0.248080 0.127462 1.314783 2.972271 0.060395
0.248080 0.135324 1.288339 2.936214 0.064689
0.248080 0.143670 1.260760 2.898364 0.066426
0.248080 0.152531 1.233430 2.859561 0.069194
0.248080 0.161939 1.208235 2.822077 0.071108
0.248080 0.171927 1.182657 2.784697 0.071832
0.248080 0.182531 1.156791 2.746860 0.075040
0.248080 0.193788 1.132960 2.710729 0.076821
0.248080 0.205741 1.109300 2.675225 0.077874
0.248080 0.218430 1.085880 2.639948 0.077893
0.248080 0.231902 1.033015 2.749459 0.000000
0.248080 0.246205 1.016607 2.725747 0.000000
0.248080 0.261390 1.000516 2.702444 0.000000
0.248080 0.277512 0.984968 2.679932 0.000000
0.248080 0.294628 0.969770 2.657739 0.000000
0.248080 0.312800 0.954996 2.635885 0.000000
0.248080 0.332093 0.940921 2.614804 0.000000
0.248080 0.352575 0.927358 2.594279 0.000000
0.248080 0.374321 0.914735 2.574852 0.000000
0.248080 0.397408 0.902199 2.555594 0.000000
0.248080 0.421919 0.889687 2.536484 0.000000
0.248080 0.447941 0.877601 2.517982 0.000000
0.248080 0.475569 0.865892 2.499809 0.000000
0.248080 0.504900 0.854845 2.482454 0.000000
0.248080 0.536041 0.844020 2.465370 0.000000
0.248080 0.569102 0.833507 2.448696 0.000000
0.248080 0.604203 0.823471 2.432659 0.000000
0.248080 0.641468 0.813540 2.416769 0.000000
0.248080 0.681032 0.804103 2.401575 0.000000
0.248080 0.723036 0.794859 2.386630 0.000000
0.248080 0.767630 0.785935 2.372125 0.000000
0.248080 0.814976 0.777419 2.358198 0.000000
0.248080 0.865241 0.769024 2.344436 0.000000
0.248080 0.918606 0.761078 2.331330 0.000000
0.248080 0.975263 0.753287 2.318439 0.000000
0.248080 1.035414 0.745795 2.305989 0.000000
0.248080 1.099275 0.738655 2.294059 0.000000
0.248080 1.167075 0.731636 2.282302 0.000000
0.248080 1.239056 0.725019 2.271152 0.000000
0.248080 1.315478 0.718527 2.260183 0.000000
0.248080 1.396612 0.712317 2.249641 0.000000
0.248080 1.482751 0.706408 2.239558 0.000000
0.248080 1.574202 0.700621 2.229653 0.000000
0.248080 1.671294 0.695192 2.220304 0.000000
0.248080 1.774374 0.689864 2.211100 0.000000
0.248080 1.883812 0.684797 2.202302 0.000000
0.248080 2.000000 0.679987 2.193901 0.000000
0.267592 0.001000 0.063811 0.063812 0.000000
0.267592 0.001062 0.067747 0.067747 0.000000
0.267592 0.001127 0.071926 0.071926 0.000000
0.267592 0.001197 0.076363 0.076363 0.000000
0.267592 0.001270 0.081073 0.081073 0.000000
0.267592 0.001349 0.086075 0.086075 0.000000
0.267592 0.001432 0.091376 0.091376 0.000000
0.267592 0.001520 0.096562 0.096563 0.000000
0.267592 0.001614 0.101958 0.101958 0.000000
0.267592 0.001714 0.108326 0.108326 0.000000
0.267592 0.001819 0.115007 0.115007 0.000000
0.267592 0.001932 0.122101 0.122101 0.000000
0.267592 0.002051 0.129632 0.129632 0.000000
0.267592 0.002177 0.137780 0.137780 0.000000
0.267592 0.002311 0.146306 0.146306 0.000000
0.267592 0.002454 0.155331 0.155331 0.000000
0.267592 0.002605 0.164912 0.164912 0.000000
0.267592 0.002766 0.175084 0.175084 0.000000
0.267592 0.002937 0.185883 0.185884 0.000000
0.267592 0.003118 0.197349 0.197350 0.000000
0.267592 0.003310 0.209523 0.209524 0.000000
0.267592 0.003514 0.222447 0.222448 0.000000
0.267592 0.003731 0.236169 0.236170 0.000000
0.267592 0.003961 0.250738 0.250740 0.000000
0.267592 0.004205 0.266205 0.266208 0.000000
0.267592 0.004465 0.282628 0.282631 0.000000
0.267592 0.004740 0.300064 0.300067 0.000000
0.267592 0.005033 0.315646 0.315660 0.067756
0.267592 0.005343 0.309280 0.309396 0.072280
0.267592 0.005673 0.305653 0.305907 0.077158
0.267592 0.006022 0.304618 0.305053 0.082420
0.267592 0.006394 0.306064 0.306736 0.088109
0.267592 0.006788 0.309908 0.310892 0.094278
0.267592 0.007207 0.316089 0.317479 0.100979
0.267592 0.007651 0.324601 0.326516 0.108277
0.267592 0.008123 0.335444 0.338039 0.116245
0.267592 0.008624 0.348658 0.352138 0.124975
0.267592 0.009156 0.364330 0.368952 0.134576
0.267592 0.009721 0.382543 0.388643 0.145162
0.267592 0.010321 0.403468 0.411472 0.156885
0.267592 0.010957 0.427246 0.437701 0.169901
0.267592 0.011633 0.454166 0.467791 0.184446
0.267592 0.012350 0.484423 0.502125 0.200723
0.267592 0.013112 0.518325 0.541295 0.219020
0.267592 0.013921 0.556248 0.586023 0.239673
0.267592 0.014779 0.598479 0.637015 0.263008
0.267592 0.015691 0.645481 0.695330 0.289483
0.267592 0.016659 0.697625 0.762047 0.319540
0.267592 0.017686 0.755267 0.838399 0.353628
0.267592 0.018777 0.818546 0.925632 0.392146
0.267592 0.019935 0.887595 1.025275 0.435420
0.267592 0.021165 0.962174 1.138566 0.483590
0.267592 0.022470 1.041577 1.266523 0.536265
0.267592 0.023856 1.124533 1.409535 0.592494
0.267592 0.025327 1.209030 1.567111 0.650345
0.267592 0.026889 1.292015 1.736767 0.706463
0.267592 0.028548 1.369711 1.914219 0.756104
0.267592 0.030309 1.437948 2.093176 0.793560
0.267592 0.032178 1.492714 2.265203 0.812550
0.267592 0.034162 1.531383 2.421326 0.808367
0.267592 0.036270 1.553500 2.554189 0.779884
0.267592 0.038507 1.560849 2.659541 0.730246
0.267592 0.040881 1.557279 2.736615 0.666506
0.267592 0.043403 1.548064 2.788641 0.598434
0.267592 0.046080 1.538748 2.822679 0.535779
0.267592 0.048922 1.533554 2.846647 0.485019
0.267592 0.051939 1.535272 2.869367 0.449742
0.267592 0.055143 1.544293 2.898414 0.429349
0.267592 0.058544 1.557272 2.937218 0.418182
0.267592 0.062155 1.567939 2.982288 0.406393
0.267592 0.065988 1.569733 3.025035 0.383486
0.267592 0.070058 1.558740 3.055655 0.343983
0.267592 0.074379 1.536517 3.068332 0.292898
0.267592 0.078966 1.509012 3.064118 0.243441
0.267592 0.083837 1.482529 3.049232 0.206034
0.267592 0.089008 1.460916 3.031481 0.183577
0.267592 0.094497 1.442017 3.014592 0.169094
0.267592 0.100326 1.422360 2.998211 0.151214
0.267592 0.106513 1.397861 2.977290 0.123436
0.267592 0.113083 1.370149 2.950519 0.094261
0.267592 0.120057 1.343084 2.920620 0.074510
0.267592 0.127462 1.318589 2.890776 0.063605
0.267592 0.135324 1.294301 2.860706 0.050964
0.267592 0.143670 1.269168 2.829427 0.033959
0.267592 0.152531 1.244760 2.798363 0.019305
0.267592 0.161939 1.221028 2.767888 0.010096
0.267592 0.171927 1.196515 2.736339 0.004085
0.267592 0.182531 1.173149 2.705077 0.015044
0.267592 0.193788 1.151148 2.675349 0.022104
0.267592 0.205741 1.128185 2.644931 0.027588
0.267592 0.218430 1.106276 2.614678 0.032457
0.267592 0.231902 1.039575 2.697164 0.000000
0.267592 0.246205 1.025106 2.677797 0.000000
0.267592 0.261390 1.010072 2.657459 0.000000
0.267592 0.277512 0.995679 2.637502 0.000000
0.267592 0.294628 0.981592 2.617774 0.000000
0.267592 0.312800 0.967826 2.598368 0.000000
0.267592 0.332093 0.954682 2.579575 0.000000
0.267592 0.352575 0.941942 2.561278 0.000000
0.267592 0.374321 0.930009 2.543913 0.000000
0.267592 0.397408 0.918162 2.526757 0.000000
0.267592 0.421919 0.906356 2.509821 0.000000
0.267592 0.447941 0.894953 2.493454 0.000000
0.267592 0.475569 0.883955 2.477234 0.000000
0.267592 0.504900 0.873613 2.461660 0.000000
0.267592 0.536041 0.863430 2.446328 0.000000
0.267592 0.569102 0.853475 2.431367 0.000000
0.267592 0.604203 0.843940 2.416964 0.000000
0.267592 0.641468 0.834561 2.402712 0.000000
0.267592 0.681032 0.825667 2.389088 0.000000
0.267592 0.723036 0.816967 2.375684 0.000000
0.267592 0.767630 0.808582 2.362671 0.000000
0.267592 0.814976 0.800589 2.350168 0.000000
0.267592 0.865241 0.792689 2.337791 0.000000
0.267592 0.918606 0.785203 2.325981 0.000000
0.267592 0.975263 0.777854 2.314344 0.000000
0.267592 1.035414 0.770777 2.303076 0.000000
0.267592 1.099275 0.764018 2.292247 0.000000
0.267592 1.167075 0.757360 2.281552 0.000000
0.267592 1.239056 0.751063 2.271370 0.000000
0.267592 1.315478 0.744869 2.261324 0.000000
0.267592 1.396612 0.738920 2.251630 0.000000
0.267592 1.482751 0.733235 2.242316 0.000000
0.267592 1.574202 0.727650 2.233141 0.000000
0.267592 1.671294 0.722381 2.224432 0.000000
0.267592 1.774374 0.717191 2.215830 0.000000
0.267592 1.883812 0.712226 2.207563 0.000000
0.267592 2.000000 0.707483 2.199624 0.000000
0.288640 0.001000 0.052507 0.052507 0.000000
0.288640 0.001062 0.055746 0.055746 0.000000
0.288640 0.001127 0.059184 0.059184 0.000000
0.288640 0.001197 0.062835 0.062835 0.000000
0.288640 0.001270 0.066710 0.066710 0.000000
0.288640 0.001349 0.070825 0.070825 0.000000
0.288640 0.001432 0.075246 0.075246 0.000000
0.288640 0.001520 0.079877 0.079878 0.000000
0.288640 0.001614 0.084283 0.084283 0.000000
0.288640 0.001714 0.089469 0.089469 0.000000
0.288640 0.001819 0.094987 0.094987 0.000000
0.288640 0.001932 0.100846 0.100846 0.000000
0.288640 0.002051 0.107066 0.107066 0.000000
0.288640 0.002177 0.113781 0.113781 0.000000
0.288640 0.002311 0.120820 0.120820 0.000000
0.288640 0.002454 0.128272 0.128272 0.000000
0.288640 0.002605 0.136184 0.136184 0.000000
0.288640 0.002766 0.144583 0.144584 0.000000
0.288640 0.002937 0.153502 0.153502 0.000000
0.288640 0.003118 0.162970 0.162970 0.000000
0.288640 0.003310 0.173022 0.173023 0.000000
0.288640 0.003514 0.183695 0.183696 0.000000
0.288640 0.003731 0.195026 0.195027 0.000000
0.288640 0.003961 0.207056 0.207057 0.000000
0.288640 0.004205 0.219829 0.219830 0.000000
0.288640 0.004465 0.233389 0.233391 0.000000
0.288640 0.004740 0.247787 0.247789 0.000000
0.288640 0.005033 0.260359 0.260367 0.044200
0.288640 0.005343 0.252453 0.252516 0.047101
0.288640 0.005673 0.246904 0.247042 0.050218
0.288640 0.006022 0.243562 0.243799 0.053573
0.288640 0.006394 0.242306 0.242672 0.057187
0.288640 0.006788 0.243041 0.243575 0.061092
0.288640 0.007207 0.245692 0.246448 0.065317
0.288640 0.007651 0.250226 0.251262 0.069899
0.288640 0.008123 0.256617 0.258020 0.074882
0.288640 0.008624 0.264873 0.266753 0.080320
0.288640 0.009156 0.275043 0.277531 0.086273
0.288640 0.009721 0.287168 0.290450 0.092816
0.288640 0.010321 0.301365 0.305663 0.100036
0.288640 0.010957 0.317737 0.323337 0.108033
0.288640 0.011633 0.336502 0.343775 0.116958
0.288640 0.012350 0.357825 0.367267 0.126954
0.288640 0.013112 0.381970 0.394212 0.138230
0.288640 0.013921 0.409304 0.425158 0.151046
0.288640 0.014779 0.440137 0.460657 0.165687
0.288640 0.015691 0.475000 0.501610 0.182586
0.288640 0.016659 0.514445 0.548963 0.202239
0.288640 0.017686 0.559088 0.603936 0.225248
0.288640 0.018777 0.609566 0.667926 0.252350
0.288640 0.019935 0.666666 0.742776 0.284433
0.288640 0.021165 0.731053 0.830428 0.322455
0.288640 0.022470 0.803132 0.932962 0.367200
0.288640 0.023856 0.882956 1.052342 0.419207
0.288640 0.025327 0.969884 1.190105 0.478257
0.288640 0.026889 1.062157 1.346332 0.542764
0.288640 0.028548 1.156914 1.519555 0.609508
0.288640 0.030309 1.250293 1.706145 0.673533
0.288640 0.032178 1.337698 1.899868 0.728162
0.288640 0.034162 1.414319 2.092270 0.766264
0.288640 0.036270 1.476572 2.274172 0.782290
0.288640 0.038507 1.522054 2.437084 0.773564
0.288640 0.040881 1.550471 2.573693 0.741056
0.288640 0.043403 1.563745 2.679833 0.690015
0.288640 0.046080 1.566061 2.755943 0.629320
0.288640 0.048922 1.562490 2.806267 0.568265
0.288640 0.051939 1.558607 2.838772 0.516087
0.288640 0.055143 1.558865 2.863686 0.478977
0.288640 0.058544 1.564816 2.890160 0.457458
0.288640 0.062155 1.573940 2.922218 0.445389
0.288640 0.065988 1.581436 2.958360 0.432798
0.288640 0.070058 1.581870 2.992708 0.410354
0.288640 0.074379 1.571987 3.017560 0.374809
0.288640 0.078966 1.552655 3.027524 0.331409
0.288640 0.083837 1.527870 3.022577 0.289193
0.288640 0.089008 1.502456 3.006922 0.255828
0.288640 0.094497 1.478300 2.985590 0.231124
0.288640 0.100326 1.456303 2.963664 0.204960
0.288640 0.106513 1.433674 2.940998 0.179096
0.288640 0.113083 1.409402 2.916689 0.151493
0.288640 0.120057 1.383565 2.890038 0.124099
0.288640 0.127462 1.357166 2.861285 0.100315
0.288640 0.135324 1.331157 2.831676 0.080293
0.288640 0.143670 1.306206 2.802396 0.062342
0.288640 0.152531 1.282263 2.774190 0.045850
0.288640 0.161939 1.258073 2.746207 0.030569
0.288640 0.171927 1.233751 2.717810 0.018260
0.288640 0.182531 1.210466 2.689855 0.019022
0.288640 0.193788 1.187554 2.662136 0.017926
0.288640 0.205741 1.164482 2.633879 0.015610
0.288640 0.218430 1.142721 2.606207 0.014304
0.288640 0.231902 1.097843 2.677080 0.000000
0.288640 0.246205 1.080653 2.655271 0.000000
0.288640 0.261390 1.064105 2.634490 0.000000
0.288640 0.277512 1.048279 2.614613 0.000000
0.288640 0.294628 1.032971 2.595232 0.000000
0.288640 0.312800 1.018275 2.576400 0.000000
0.288640 0.332093 1.004413 2.558431 0.000000
0.288640 0.352575 0.990605 2.540462 0.000000
0.288640 0.374321 0.977502 2.523231 0.000000
0.288640 0.397408 0.964709 2.506260 0.000000
0.288640 0.421919 0.952285 2.489614 0.000000
0.288640 0.447941 0.940476 2.473595 0.000000
